carat,cut,color,clarity,depth,table,price,x,y,z
0.42,Premium,F,IF,61.6,59.0,852,1.86,1.83,1.13
0.85,Very Good,H,SI2,61.3,50.0,2094,3.8,3.81,2.33
0.36,Ideal,E,VS2,64.0,59.0,659,1.44,1.43,0.92
0.42,Ideal,F,VS2,62.5,55.0,886,1.68,1.69,1.05
2.17,Ideal,F,VS1,62.7,57.0,14583,9.17,9.23,5.77
0.45,Ideal,G,SI1,60.7,58.0,859,1.7,1.7,1.03
0.67,Premium,J,SI2,62.4,60.0,1430,3.06,3.09,1.92
1.7,Ideal,J,VS1,60.8,60.0,7675,8.13,8.23,4.97
0.82,Good,G,VS1,60.3,58.0,2429,3.77,3.82,2.29
0.44,Premium,G,SI1,62.8,60.0,846,1.66,1.66,1.04
0.45,Fair,H,SI2,61.4,58.0,617,2.01,1.99,1.23
0.48,Very Good,H,VVS2,59.7,58.0,1028,2.33,2.33,1.39
0.47,Premium,G,VS1,63.3,61.0,988,2.08,2.07,1.31
0.42,Premium,H,VVS2,63.2,61.0,741,1.92,1.9,1.21
0.61,Ideal,G,SI2,61.4,54.0,1458,3.04,3.05,1.87
1.0,Premium,J,VS2,60.9,58.0,2832,4.57,4.62,2.8
0.64,Premium,D,SI2,60.8,56.0,1621,2.81,2.81,1.71
0.34,Very Good,G,VS1,61.8,58.0,520,1.48,1.5,0.92
0.81,Premium,F,SI1,62.2,55.0,2379,3.47,3.5,2.17
0.56,Very Good,I,SI1,61.4,54.0,1051,2.83,2.84,1.74
0.68,Good,E,VS1,61.0,57.0,1711,2.89,2.87,1.76
0.81,Premium,G,VVS2,61.6,57.0,2707,3.71,3.69,2.28
0.51,Ideal,H,VVS1,62.5,57.0,1227,2.18,2.2,1.37
0.46,Premium,G,SI2,62.6,54.0,862,1.91,1.92,1.2
1.21,Premium,G,VVS2,62.1,59.0,5530,4.59,4.63,2.86
1.19,Premium,G,IF,61.0,62.0,5645,5.02,5.05,3.07
0.82,Ideal,H,SI2,60.4,56.0,2463,3.93,3.95,2.38
0.4,Premium,H,VVS1,63.0,55.0,792,1.88,1.89,1.19
0.84,Premium,I,VVS1,61.7,59.0,2518,3.56,3.54,2.19
0.48,Fair,H,SI1,61.3,56.0,781,2.05,2.04,1.26
0.8,Very Good,E,SI1,62.5,54.0,2210,3.09,3.1,1.93
0.32,Premium,H,SI1,60.6,59.0,428,1.3,1.31,0.79
0.2,Premium,D,VVS1,62.2,56.0,326,0.8,0.8,0.5
0.27,Premium,F,I1,62.3,57.0,334,1.25,1.24,0.78
0.66,Premium,F,VS2,64.3,61.0,1316,2.96,2.96,1.9
0.48,Premium,I,VS2,61.2,59.0,846,2.08,2.08,1.28
0.42,Ideal,E,VS1,63.5,62.0,1025,1.97,1.97,1.25
1.28,Ideal,H,SI1,62.9,61.0,4868,5.07,5.01,3.17
0.3,Ideal,E,VS2,60.6,56.0,499,1.28,1.29,0.78
1.22,Ideal,J,SI1,62.6,59.0,4202,4.77,4.73,2.97
0.54,Fair,G,SI1,63.0,56.0,896,2.31,2.31,1.46
2.05,Very Good,H,SI1,62.8,61.0,10138,9.54,9.59,6.01
0.39,Fair,H,VVS1,60.5,60.0,572,1.59,1.59,0.96
1.06,Ideal,F,VS1,62.4,56.0,4278,4.02,4.0,2.5
0.56,Ideal,J,VS1,62.2,56.0,1225,2.37,2.32,1.46
0.34,Very Good,H,SI1,59.6,58.0,411,1.4,1.42,0.84
1.18,Ideal,G,I1,58.6,58.0,4382,4.68,4.71,2.75
0.61,Good,G,VVS1,61.0,58.0,1577,2.68,2.68,1.64
1.01,Ideal,J,VVS2,61.1,58.0,3787,4.12,4.08,2.5
0.69,Very Good,D,VS2,60.9,59.0,2065,2.73,2.74,1.66
0.24,Good,F,SI1,60.5,56.0,326,1.09,1.1,0.66
0.67,Premium,I,VS2,62.2,55.0,1614,2.89,2.88,1.79
0.21,Very Good,D,SI1,61.5,57.0,326,1.01,1.01,0.62
0.88,Very Good,H,VS2,62.5,59.0,2297,4.15,4.14,2.59
0.37,Very Good,F,IF,61.1,55.0,765,1.61,1.63,0.99
0.5,Ideal,E,SI2,61.7,54.0,1059,2.24,2.23,1.38
0.27,Premium,H,VVS2,60.6,57.0,411,1.09,1.09,0.66
0.27,Very Good,I,SI2,61.4,57.0,326,1.2,1.21,0.74
0.79,Premium,G,VVS2,63.1,58.0,2375,3.43,3.41,2.16
0.24,Ideal,E,SI2,61.6,60.0,326,1.02,1.04,0.63
0.54,Very Good,F,VS2,62.0,60.0,1220,2.31,2.28,1.42
0.7,Premium,J,VS2,62.3,52.0,1717,2.28,2.26,1.41
0.46,Good,D,VS1,61.8,56.0,980,2.09,2.09,1.29
0.56,Very Good,E,VS2,61.6,54.0,1244,2.66,2.68,1.64
1.42,Ideal,J,VS1,60.7,57.0,6223,5.33,5.37,3.25
0.87,Very Good,I,VVS2,60.5,57.0,2946,3.62,3.61,2.19
0.91,Premium,H,SI2,61.1,52.0,2538,4.32,4.32,2.64
1.16,Ideal,E,VS1,60.6,56.0,4341,4.5,4.44,2.71
0.44,Good,E,SI2,61.0,56.0,656,1.97,1.99,1.21
0.32,Premium,E,VVS2,61.5,56.0,586,1.42,1.44,0.88
0.24,Very Good,H,VVS2,61.4,60.0,327,0.87,0.86,0.53
0.89,Ideal,F,SI1,61.7,61.0,3011,3.32,3.31,2.04
0.35,Premium,D,SI1,63.1,58.0,635,1.7,1.71,1.08
0.49,Ideal,F,SI2,62.1,59.0,1028,2.18,2.17,1.35
0.34,Premium,I,SI1,59.5,55.0,436,1.56,1.56,0.93
0.65,Fair,I,VS2,61.7,54.0,1193,2.76,2.75,1.7
0.32,Ideal,H,SI1,60.9,57.0,441,1.42,1.43,0.87
0.71,Ideal,D,SI1,61.7,57.0,2400,2.92,2.86,1.78
0.84,Premium,I,VS1,61.2,58.0,2346,3.52,3.5,2.15
0.25,Ideal,G,VS2,62.1,61.0,361,0.99,1.0,0.62
1.39,Ideal,G,SI2,60.5,60.0,5487,5.88,5.87,3.56
1.2,Very Good,J,SI1,60.1,61.0,3708,5.54,5.48,3.31
1.8,Very Good,D,VVS1,62.4,56.0,12031,8.09,7.95,5.01
0.3,Premium,G,VS1,61.7,58.0,503,1.4,1.4,0.86
1.63,Premium,I,VVS1,62.9,52.0,7602,7.95,8.1,5.05
2.65,Ideal,D,VS2,61.5,57.0,18823,11.28,11.17,6.9
0.45,Ideal,F,SI2,60.0,57.0,907,2.13,2.17,1.29
0.25,Very Good,J,VVS2,63.6,55.0,326,1.06,1.04,0.67
1.33,Very Good,E,SI2,60.2,57.0,5708,5.47,5.55,3.32
0.3,Ideal,G,VVS1,61.9,56.0,502,1.28,1.27,0.79
0.44,Very Good,H,SI1,63.8,57.0,745,1.8,1.78,1.14
0.55,Ideal,F,VS1,61.4,55.0,1392,2.59,2.59,1.59
0.55,Premium,F,VVS2,61.2,55.0,1528,2.68,2.73,1.65
0.71,Ideal,D,VS2,62.8,58.0,2529,3.37,3.37,2.12
0.33,Good,E,VS2,60.9,56.0,438,1.4,1.41,0.86
0.4,Ideal,I,SI2,60.3,57.0,640,1.78,1.81,1.08
0.42,Premium,I,VS1,62.9,59.0,710,1.75,1.73,1.09
0.37,Premium,F,SI1,60.5,57.0,730,1.62,1.62,0.98
2.71,Very Good,F,VS1,60.8,56.0,18823,10.99,11.14,6.73
1.18,Ideal,G,SI1,59.6,56.0,4459,4.68,4.79,2.82
1.14,Ideal,F,VS1,61.0,57.0,4834,4.54,4.53,2.77
0.44,Very Good,H,VS1,61.1,54.0,886,1.91,1.9,1.17
0.6,Good,D,I1,59.5,58.0,1236,2.88,2.85,1.7
0.23,Fair,I,SI2,61.5,58.0,326,1.01,1.01,0.62
0.3,Ideal,F,SI2,61.1,57.0,445,1.31,1.31,0.8
2.21,Premium,I,SI2,60.8,54.0,9830,9.78,9.84,5.97
0.48,Premium,G,SI2,63.1,58.0,913,1.87,1.88,1.18
0.53,Very Good,I,SI1,60.0,60.0,942,2.14,2.15,1.29
0.61,Premium,I,VS1,60.3,61.0,1403,2.68,2.69,1.62
1.3,Premium,F,VS2,62.1,56.0,6098,6.52,6.57,4.07
1.31,Premium,H,SI2,61.8,58.0,4551,5.22,5.07,3.18
0.91,Ideal,G,SI2,61.3,58.0,3010,4.18,4.12,2.54
0.62,Good,G,SI2,61.1,57.0,1158,2.81,2.84,1.73
0.59,Ideal,G,SI1,62.2,53.0,1404,2.46,2.45,1.53
0.61,Premium,F,SI1,61.7,54.0,1597,2.71,2.7,1.67
1.03,Premium,F,VS1,61.9,56.0,3891,4.63,4.57,2.85
2.69,Ideal,G,VS1,62.7,58.0,18823,11.31,11.17,7.05
0.3,Ideal,D,VVS2,61.7,55.0,538,1.4,1.42,0.87
1.25,Ideal,J,VVS1,60.9,57.0,4068,5.1,5.05,3.09
0.84,Good,H,I1,62.0,60.0,1868,3.87,3.85,2.39
0.44,Good,G,SI1,64.2,61.0,717,1.73,1.7,1.1
0.36,Ideal,D,SI2,62.2,58.0,564,1.47,1.47,0.91
0.25,Premium,H,SI1,62.5,57.0,326,1.1,1.08,0.68
0.29,Very Good,D,VS2,62.3,58.0,454,1.28,1.27,0.79
0.62,Good,H,SI1,62.2,60.0,1184,2.8,2.81,1.75
0.26,Good,D,SI2,63.4,56.0,326,1.09,1.07,0.68
0.76,Ideal,H,SI1,61.2,59.0,2152,3.02,2.96,1.83
0.6,Very Good,F,I1,60.9,57.0,1139,2.52,2.52,1.54
0.56,Very Good,H,IF,62.8,56.0,1269,2.31,2.3,1.45
0.4,Very Good,E,IF,61.2,59.0,810,1.78,1.76,1.08
0.68,Very Good,D,SI2,60.9,56.0,1858,3.17,3.17,1.93
0.25,Good,E,SI2,61.5,59.0,326,1.11,1.12,0.69
0.8,Premium,F,VS2,61.9,55.0,2524,3.52,3.55,2.19
1.33,Good,E,SI1,61.8,55.0,4504,5.98,6.03,3.71
0.77,Ideal,D,I1,61.9,59.0,2313,3.12,3.11,1.93
1.06,Very Good,F,SI2,59.8,59.0,3219,4.91,4.94,2.95
0.32,Premium,H,VS1,60.8,58.0,440,1.33,1.34,0.81
0.43,Ideal,G,SI1,61.7,56.0,640,1.89,1.88,1.16
1.22,Ideal,J,VS2,61.9,61.0,4663,5.98,5.92,3.68
0.36,Premium,G,SI1,62.9,59.0,494,1.45,1.43,0.91
0.67,Very Good,F,VS2,62.1,60.0,1788,2.62,2.63,1.63
0.64,Very Good,H,IF,61.0,56.0,1739,2.58,2.58,1.57
0.58,Ideal,F,VS1,62.2,59.0,1345,2.56,2.54,1.59
0.82,Ideal,H,SI1,63.0,55.0,2603,3.51,3.46,2.2
0.77,Ideal,J,IF,60.9,56.0,1924,3.4,3.37,2.06
0.53,Premium,G,SI2,61.7,55.0,1181,2.21,2.22,1.37
0.82,Ideal,G,SI2,59.6,52.0,2340,3.81,3.86,2.29
0.64,Premium,I,VS2,61.6,53.0,1445,2.6,2.62,1.61
1.4,Good,H,SI1,62.5,54.0,4501,5.84,5.92,3.68
0.8,Premium,G,VS1,61.9,64.0,2239,3.29,3.3,2.04
0.58,Ideal,D,SI2,61.6,55.0,1239,2.58,2.61,1.6
0.4,Very Good,J,SI1,62.3,58.0,567,1.82,1.79,1.13
0.64,Ideal,F,VVS2,60.7,60.0,1837,3.05,3.05,1.85
1.62,Very Good,F,SI1,59.5,53.0,7720,6.99,7.16,4.21
2.11,Premium,J,SI1,62.9,57.0,10262,9.24,9.24,5.81
0.34,Good,I,VS2,61.2,57.0,464,1.55,1.56,0.95
0.31,Premium,F,SI1,63.3,60.0,475,1.1,1.1,0.7
0.87,Ideal,F,SI1,63.9,55.0,3032,3.82,3.76,2.42
1.28,Very Good,H,VVS2,62.2,59.0,5401,5.45,5.49,3.4
1.41,Ideal,F,VVS2,61.9,57.0,7812,5.49,5.54,3.42
0.57,Ideal,E,SI1,63.7,55.0,1274,2.53,2.53,1.61
0.5,Ideal,J,VS2,61.8,57.0,979,2.21,2.21,1.37
0.66,Very Good,G,VS1,61.1,58.0,1438,2.62,2.61,1.6
0.49,Premium,I,VS1,60.5,59.0,966,2.24,2.23,1.35
0.7,Very Good,H,SI1,62.4,60.0,1611,3.14,3.13,1.96
0.57,Ideal,H,VS1,62.5,56.0,1283,2.4,2.41,1.5
0.49,Ideal,J,VVS1,61.3,56.0,1000,2.0,2.0,1.23
0.27,Premium,G,SI2,61.2,58.0,326,1.18,1.18,0.72
0.89,Ideal,H,SI2,60.9,56.0,2755,3.77,3.84,2.32
0.51,Premium,I,VVS2,62.0,58.0,1082,2.01,2.01,1.25
0.57,Ideal,J,VS2,62.2,59.0,1352,2.47,2.45,1.53
0.21,Good,H,SI2,62.8,55.0,326,0.92,0.92,0.58
1.02,Ideal,J,VS1,63.2,54.0,3321,4.45,4.47,2.82
0.36,Good,D,SI2,61.7,54.0,485,1.47,1.49,0.91
0.74,Ideal,E,VVS2,62.4,60.0,2402,2.89,2.94,1.82
0.39,Ideal,E,VS2,60.6,59.0,677,1.82,1.84,1.11
0.77,Ideal,E,SI1,61.8,58.0,2360,3.18,3.11,1.94
2.11,Fair,D,VS2,61.7,60.0,11053,9.6,9.63,5.93
1.49,Very Good,E,SI2,60.6,61.0,6380,5.85,5.9,3.56
0.42,Very Good,J,VS2,62.9,55.0,624,1.45,1.45,0.91
0.21,Premium,E,VS2,63.9,57.0,326,1.01,1.01,0.65
0.33,Good,G,SI1,60.8,54.0,419,1.33,1.34,0.81
0.38,Ideal,I,VS1,60.1,61.0,662,1.58,1.6,0.96
0.31,Premium,D,SI1,62.0,61.0,540,1.19,1.17,0.73
1.29,Very Good,F,VVS2,61.1,59.0,5797,5.28,5.32,3.24
0.38,Premium,E,SI2,62.4,59.0,607,1.54,1.55,0.96
0.44,Premium,D,VVS2,62.0,56.0,958,1.98,1.96,1.22
0.35,Premium,J,VS2,61.3,61.0,523,1.59,1.61,0.98
0.57,Premium,I,SI1,62.4,56.0,1197,2.24,2.24,1.4
0.64,Ideal,I,VVS1,62.6,57.0,1671,2.55,2.55,1.6
1.3,Premium,I,SI1,61.3,53.0,4876,5.57,5.56,3.41
0.79,Ideal,E,SI1,60.1,57.0,2274,3.27,3.27,1.97
0.52,Ideal,I,VS2,62.3,57.0,1050,2.46,2.47,1.54
0.4,Very Good,H,SI1,62.6,58.0,591,1.61,1.63,1.02
0.2,Ideal,J,SI2,61.1,57.0,326,0.77,0.78,0.47
0.65,Good,E,VVS1,60.2,58.0,1823,3.02,3.0,1.81
0.27,Ideal,F,VVS1,60.5,57.0,453,1.2,1.22,0.73
0.76,Premium,F,VS1,60.4,55.0,2566,2.6,2.62,1.58
1.32,Ideal,E,SI1,60.4,56.0,6030,5.4,5.41,3.26
0.46,Ideal,H,VS1,62.8,52.0,981,1.9,1.91,1.2
0.38,Ideal,E,IF,59.7,58.0,808,1.67,1.7,1.01
0.57,Ideal,G,VVS2,62.5,53.0,1587,2.47,2.47,1.54
0.37,Very Good,H,SI2,61.7,57.0,546,1.6,1.58,0.98
0.26,Good,E,VVS2,62.4,54.0,389,1.35,1.36,0.84
0.97,Premium,E,VVS2,62.6,60.0,4096,4.28,4.27,2.68
0.35,Very Good,J,VVS1,61.8,56.0,538,1.39,1.39,0.86
0.25,Ideal,I,SI2,63.4,60.0,326,1.16,1.17,0.74
0.32,Very Good,H,VS1,60.0,56.0,485,1.58,1.57,0.94
0.4,Ideal,I,VS2,64.2,57.0,757,1.48,1.47,0.95
0.89,Ideal,D,VS2,62.7,55.0,3620,3.31,3.27,2.06
1.84,Ideal,D,SI1,60.0,56.0,9405,7.86,7.81,4.7
0.37,Good,E,VVS2,59.8,57.0,698,1.79,1.79,1.07
0.95,Ideal,G,SI1,62.0,58.0,2928,3.73,3.74,2.32
0.28,Ideal,G,SI1,61.1,53.0,379,1.15,1.15,0.71
2.11,Premium,D,IF,62.7,55.0,13614,8.37,8.39,5.25
0.31,Premium,D,VS2,61.7,58.0,604,1.28,1.27,0.79
0.74,Ideal,I,VVS2,62.6,61.0,2195,2.96,2.86,1.82
0.2,Very Good,G,SI2,60.2,56.0,326,0.76,0.77,0.46
1.02,Premium,J,VS1,59.9,59.0,3330,4.52,4.45,2.69
0.89,Premium,E,VS1,59.9,55.0,3236,4.18,4.14,2.49
0.37,Very Good,H,VS2,61.0,56.0,592,1.56,1.56,0.95
0.24,Premium,I,SI2,62.0,58.0,326,0.91,0.92,0.57
0.49,Good,I,SI2,60.6,56.0,751,1.96,1.98,1.19
0.22,Fair,F,VS1,61.6,56.0,326,0.93,0.92,0.57
0.23,Good,E,VVS2,61.8,61.0,326,1.08,1.09,0.67
1.09,Ideal,E,VS2,63.8,57.0,4269,4.36,4.29,2.76
0.59,Premium,H,VS2,62.1,58.0,1285,2.42,2.41,1.5
0.25,Ideal,G,VS2,62.0,58.0,381,1.15,1.16,0.72
1.65,Premium,G,SI2,60.9,57.0,6699,7.18,7.17,4.37
0.68,Very Good,D,SI2,61.3,58.0,1731,2.93,2.92,1.79
1.07,Premium,F,VVS2,61.3,59.0,4745,4.44,4.5,2.74
0.73,Premium,F,VVS2,61.4,58.0,2387,3.36,3.37,2.06
1.14,Good,I,VS1,61.4,55.0,3755,4.25,4.26,2.61
0.35,Ideal,I,VVS2,61.3,58.0,561,1.55,1.54,0.95
0.38,Very Good,G,SI1,62.8,53.0,585,1.75,1.72,1.09
0.49,Premium,H,SI2,61.7,53.0,874,1.88,1.9,1.17
0.63,Ideal,D,SI2,61.0,57.0,1751,2.98,2.97,1.82
0.29,Very Good,H,VS1,62.8,61.0,405,1.22,1.22,0.77
0.72,Good,D,SI1,63.3,58.0,2109,2.99,3.0,1.9
1.74,Ideal,H,I1,61.9,53.0,7221,7.43,7.53,4.63
1.23,Premium,G,VVS1,60.4,58.0,5843,4.89,4.95,2.97
0.36,Good,F,SI1,61.8,61.0,531,1.48,1.5,0.92
0.53,Ideal,F,I1,62.1,58.0,1058,2.2,2.21,1.37
0.6,Good,D,SI1,62.9,58.0,1441,2.48,2.45,1.55
0.7,Ideal,F,SI1,61.7,59.0,2059,2.72,2.72,1.68
0.79,Ideal,J,SI1,62.0,60.0,2017,3.64,3.65,2.26
0.89,Very Good,G,VVS1,63.4,60.0,3246,3.52,3.51,2.23
1.04,Very Good,G,VS1,61.7,57.0,3796,4.64,4.55,2.83
0.25,Good,H,VS1,62.3,60.0,326,1.06,1.06,0.66
1.16,Very Good,G,VVS2,60.9,54.0,4492,5.34,5.35,3.25
0.36,Good,F,SI2,61.4,59.0,513,1.69,1.68,1.04
0.4,Ideal,E,SI2,62.0,58.0,695,1.85,1.85,1.15
0.34,Good,H,VVS2,62.1,58.0,473,1.47,1.46,0.91
0.53,Premium,H,SI2,61.6,56.0,981,2.21,2.24,1.37
0.35,Ideal,J,VS1,62.6,59.0,508,1.49,1.49,0.93
0.73,Ideal,D,SI1,60.2,56.0,2334,3.71,3.7,2.23
0.41,Premium,D,VS2,62.4,62.0,835,1.65,1.66,1.03
0.81,Very Good,J,SI1,61.6,56.0,1842,3.57,3.56,2.2
1.03,Ideal,H,SI2,60.6,56.0,3074,4.13,4.21,2.53
0.54,Premium,J,VS1,61.8,53.0,892,2.28,2.25,1.4
0.76,Premium,G,VVS2,61.3,59.0,2194,3.33,3.32,2.04
1.44,Good,F,SI2,60.8,55.0,5476,6.49,6.55,3.96
1.22,Ideal,F,SI1,61.3,58.0,5666,5.02,5.1,3.1
0.44,Premium,E,SI2,60.9,58.0,910,2.06,2.09,1.26
1.03,Very Good,F,SI1,61.9,59.0,3569,4.44,4.53,2.78
0.56,Premium,D,SI1,60.7,60.0,1485,2.32,2.32,1.41
0.36,Premium,G,VVS2,61.8,58.0,796,1.6,1.61,0.99
0.44,Ideal,I,VS1,61.1,62.0,865,1.84,1.82,1.12
0.63,Ideal,F,VVS2,62.4,58.0,1754,2.32,2.33,1.45
0.68,Ideal,D,SI2,61.7,59.0,1949,2.79,2.73,1.71
1.32,Fair,J,SI2,61.9,56.0,3899,6.23,6.24,3.86
0.24,Premium,E,SI1,60.5,60.0,326,1.13,1.15,0.69
0.41,Premium,G,VS1,60.6,60.0,807,1.67,1.68,1.02
0.33,Fair,I,SI2,61.8,59.0,326,1.33,1.34,0.83
0.25,Very Good,E,SI2,62.7,56.0,326,0.74,0.74,0.46
0.29,Ideal,I,VS2,61.8,57.0,448,1.22,1.22,0.75
0.4,Good,G,SI2,59.8,58.0,606,1.68,1.69,1.01
0.67,Premium,F,SI2,59.8,59.0,1724,3.09,3.19,1.88
0.86,Very Good,I,SI1,61.7,65.0,2484,3.81,3.86,2.37
0.54,Fair,H,SI1,61.1,60.0,820,2.2,2.2,1.34
0.25,Very Good,H,SI1,62.0,58.0,326,1.02,1.02,0.63
0.94,Ideal,G,VS1,63.1,53.0,3484,4.12,4.09,2.59
0.56,Ideal,E,SI1,62.8,59.0,1309,2.42,2.42,1.52
0.94,Ideal,F,VS1,61.2,57.0,3306,3.79,3.8,2.32
0.35,Premium,D,VVS2,60.7,57.0,705,1.73,1.74,1.05
0.36,Good,E,SI1,60.0,58.0,562,1.45,1.46,0.87
0.32,Premium,E,SI2,61.9,59.0,503,1.52,1.52,0.94
0.31,Premium,D,VS1,62.5,57.0,547,1.27,1.27,0.79
0.54,Ideal,D,VS1,62.4,57.0,1520,2.24,2.24,1.4
0.59,Good,E,VS2,62.7,55.0,1223,2.82,2.84,1.77
0.29,Premium,H,SI1,62.5,56.0,389,1.23,1.23,0.77
2.85,Very Good,E,VS1,61.7,60.0,18823,13.0,12.99,8.01
0.53,Very Good,G,SI1,62.4,59.0,1012,2.46,2.47,1.54
0.42,Ideal,G,I1,60.6,54.0,636,1.69,1.71,1.03
1.15,Premium,I,VVS2,61.3,59.0,4278,5.36,5.33,3.28
1.04,Premium,G,SI1,60.5,58.0,3896,4.72,4.79,2.88
0.33,Premium,J,VS2,62.2,57.0,506,1.36,1.37,0.85
1.13,Premium,H,VS2,62.5,59.0,3516,4.9,4.86,3.05
0.37,Ideal,D,VS2,61.2,61.0,693,1.52,1.52,0.93
0.24,Ideal,F,SI1,61.5,59.0,326,0.97,0.95,0.59
0.22,Ideal,H,VS1,63.5,59.0,326,1.01,1.03,0.65
0.57,Ideal,G,SI1,61.4,54.0,1498,2.41,2.42,1.48
0.41,Very Good,F,VVS1,60.9,55.0,824,1.82,1.8,1.1
0.92,Ideal,H,VS2,62.3,56.0,3079,4.38,4.4,2.74
0.58,Premium,F,VVS2,62.2,54.0,1654,2.58,2.58,1.6
0.95,Very Good,J,VS1,62.9,56.0,2675,4.08,3.93,2.52
0.78,Ideal,F,IF,61.8,58.0,3199,3.85,3.86,2.38
2.32,Fair,H,VS2,61.8,56.0,11671,10.49,10.59,6.52
0.53,Ideal,J,SI2,62.9,60.0,848,2.49,2.5,1.57
0.41,Premium,I,SI2,62.4,58.0,678,1.52,1.48,0.94
0.3,Ideal,G,SI1,62.1,60.0,431,1.32,1.33,0.82
0.74,Ideal,I,SI1,61.4,53.0,1966,3.36,3.36,2.06
0.59,Ideal,G,SI1,59.9,56.0,1319,2.72,2.75,1.64
0.81,Ideal,G,VVS1,60.0,58.0,2787,3.4,3.42,2.04
0.96,Premium,I,VS2,62.4,56.0,3468,4.07,4.04,2.53
0.73,Good,D,VVS1,60.0,58.0,2094,3.51,3.49,2.1
1.05,Premium,F,SI2,62.0,55.0,3353,4.77,4.8,2.97
0.32,Very Good,F,SI1,62.4,58.0,465,1.46,1.46,0.91
1.36,Ideal,H,SI1,62.2,57.0,4183,5.66,5.71,3.54
0.34,Premium,D,SI2,62.1,56.0,585,1.35,1.35,0.84
0.4,Ideal,H,VS1,63.2,59.0,711,1.63,1.61,1.03
0.27,Fair,F,SI2,63.3,58.0,326,1.03,1.01,0.65
0.3,Good,D,SI1,61.5,58.0,342,1.15,1.13,0.7
0.81,Ideal,J,IF,64.2,59.0,2664,4.13,4.08,2.64
0.28,Good,E,VVS1,62.4,55.0,403,1.29,1.27,0.8
2.39,Good,F,SI1,60.7,61.0,15054,9.67,9.77,5.9
1.63,Fair,E,SI1,63.1,55.0,7453,7.7,7.64,4.84
0.24,Ideal,H,VS2,62.8,56.0,326,1.1,1.12,0.7
0.98,Ideal,I,SI1,60.7,59.0,2568,4.51,4.56,2.75
0.44,Very Good,I,VS1,60.3,57.0,812,1.74,1.73,1.05
1.02,Very Good,F,VS2,60.5,60.0,3353,4.34,4.35,2.63
0.23,Very Good,G,VS2,62.3,55.0,326,0.89,0.88,0.55
0.69,Ideal,H,VVS1,61.1,59.0,2062,2.73,2.79,1.69
0.83,Ideal,H,SI1,60.9,58.0,2176,3.75,3.76,2.29
1.14,Very Good,H,VVS2,61.7,58.0,3288,5.26,5.37,3.28
1.3,Very Good,I,VS1,62.6,56.0,4825,5.48,5.45,3.42
0.21,Good,D,SI1,62.0,62.0,326,0.79,0.79,0.49
0.89,Ideal,E,SI2,63.0,57.0,2657,4.32,4.32,2.72
0.28,Ideal,H,VS2,61.6,57.0,357,1.24,1.24,0.77
0.58,Very Good,G,SI2,63.2,55.0,1235,2.36,2.34,1.49
0.43,Fair,G,VS2,60.4,58.0,619,2.2,2.19,1.32
0.33,Good,G,SI1,61.2,62.0,440,1.42,1.43,0.87
0.38,Ideal,F,VVS2,60.9,56.0,759,1.84,1.86,1.13
0.35,Very Good,G,VS2,61.1,59.0,523,1.54,1.56,0.95
0.33,Ideal,F,VS1,62.3,59.0,586,1.44,1.43,0.89
0.73,Ideal,H,SI1,61.8,58.0,1646,2.98,2.97,1.84
0.41,Premium,E,SI1,59.2,56.0,765,1.71,1.71,1.01
1.32,Very Good,H,VS2,62.3,55.0,5453,5.42,5.41,3.37
0.59,Good,I,VVS1,61.1,60.0,1246,2.66,2.71,1.64
0.57,Premium,G,VS2,61.6,59.0,1155,2.52,2.51,1.55
1.49,Ideal,F,I1,61.6,59.0,5926,6.22,6.27,3.84
1.25,Ideal,D,IF,62.0,57.0,6036,5.81,5.86,3.62
0.21,Premium,E,VVS2,61.7,60.0,326,0.82,0.81,0.5
0.67,Fair,D,VVS2,61.2,56.0,1636,2.84,2.85,1.74
0.67,Ideal,D,VS2,61.7,60.0,1794,2.97,2.94,1.82
1.49,Ideal,H,VVS1,60.2,59.0,7692,6.54,6.65,3.97
0.82,Very Good,J,SI1,61.3,57.0,1773,3.2,3.22,1.97
0.5,Ideal,D,VVS2,62.6,60.0,1326,2.18,2.2,1.37
0.23,Premium,D,VS2,62.2,55.0,344,0.99,0.99,0.62
0.24,Premium,I,VVS1,60.4,60.0,326,1.11,1.12,0.67
0.51,Ideal,H,SI1,60.6,56.0,1025,2.02,2.0,1.22
2.25,Ideal,F,SI2,62.4,57.0,13842,10.08,10.21,6.33
2.57,Ideal,J,VS1,59.7,59.0,15560,10.02,10.11,6.01
0.52,Good,G,IF,62.1,56.0,1149,2.28,2.27,1.41
1.28,Very Good,H,SI2,61.3,59.0,4778,5.62,5.68,3.46
0.32,Ideal,H,SI2,61.0,56.0,450,1.41,1.42,0.86
0.39,Very Good,E,VS2,62.1,51.0,651,1.87,1.88,1.16
0.44,Premium,G,VS1,61.8,57.0,776,2.09,2.06,1.28
0.8,Premium,E,VS2,61.5,59.0,2577,3.09,3.09,1.9
1.07,Premium,G,VVS1,62.4,57.0,4020,4.39,4.44,2.76
0.45,Premium,D,VVS2,62.4,58.0,1009,1.91,1.89,1.18
0.51,Ideal,F,VS2,60.4,59.0,1282,1.96,2.02,1.2
0.24,Very Good,F,SI1,60.9,56.0,326,0.96,0.96,0.59
0.36,Good,F,VVS2,63.5,53.0,562,1.62,1.61,1.03
1.02,Very Good,D,VS2,61.3,57.0,3920,4.82,4.87,2.97
0.22,Ideal,I,VVS2,63.1,61.0,326,1.05,1.02,0.65
